3.996813e+002,0.000000e+000
4.001635e+002,7.904001e-002
4.006456e+002,7.987703e-002
4.011277e+002,8.068212e-002
4.016098e+002,8.126065e-002
4.020919e+002,8.150164e-002
4.025741e+002,8.145675e-002
4.030562e+002,8.131988e-002
4.035383e+002,8.133113e-002
4.040204e+002,8.165691e-002
4.045026e+002,8.232149e-002
4.049847e+002,8.319120e-002
4.054668e+002,8.403238e-002
4.059489e+002,8.461767e-002
4.064311e+002,8.485395e-002
4.069132e+002,8.482878e-002
4.073953e+002,8.474820e-002
4.078774e+002,8.480652e-002
4.083596e+002,8.508889e-002
4.088417e+002,8.553960e-002
4.093238e+002,8.600789e-002
4.098059e+002,8.633972e-002
4.102881e+002,8.647805e-002
4.107702e+002,8.649614e-002
4.112523e+002,8.654718e-002
4.117344e+002,8.676084e-002
4.122166e+002,8.716889e-002
4.126987e+002,8.768091e-002
4.131808e+002,8.813311e-002
4.136629e+002,8.837494e-002
4.141451e+002,8.836572e-002
4.146272e+002,8.819617e-002
4.151093e+002,8.803706e-002
4.155914e+002,8.804208e-002
4.160736e+002,8.828241e-002
4.165557e+002,8.871321e-002
4.170378e+002,8.917905e-002
4.175200e+002,8.944973e-002
4.180021e+002,8.934227e-002
4.184842e+002,8.889373e-002
4.189663e+002,8.842224e-002
4.194484e+002,8.828820e-002
4.199306e+002,8.859459e-002
4.204127e+002,8.916184e-002
4.208948e+002,8.972462e-002
4.213770e+002,9.010085e-002
4.218591e+002,9.026084e-002
4.223412e+002,9.030391e-002
4.228233e+002,9.039041e-002
4.233055e+002,9.064811e-002
4.237876e+002,9.110022e-002
4.242697e+002,9.163588e-002
4.247518e+002,9.206091e-002
4.252339e+002,9.220616e-002
4.257161e+002,9.203552e-002
4.261982e+002,9.166748e-002
4.266803e+002,9.130576e-002
4.271624e+002,9.112822e-002
4.276446e+002,9.121235e-002
4.281267e+002,9.151439e-002
4.286088e+002,9.190550e-002
4.290909e+002,9.223899e-002
4.295731e+002,9.242736e-002
4.300552e+002,9.247971e-002
4.305373e+002,9.248116e-002
4.310194e+002,9.252314e-002
4.315016e+002,9.264096e-002
4.319837e+002,9.278902e-002
4.324658e+002,9.287723e-002
4.329479e+002,9.283561e-002
4.334301e+002,9.267656e-002
4.339122e+002,9.250375e-002
4.343943e+002,9.246749e-002
4.348764e+002,9.268527e-002
4.353586e+002,9.317636e-002
4.358407e+002,9.383537e-002
4.363228e+002,9.447328e-002
4.368049e+002,9.490981e-002
4.372870e+002,9.507253e-002
4.377692e+002,9.502713e-002
4.382513e+002,9.492510e-002
4.387334e+002,9.491038e-002
4.392155e+002,9.505427e-002
4.396977e+002,9.533416e-002
4.401798e+002,9.566194e-002
4.406619e+002,9.594090e-002
4.411440e+002,9.613275e-002
4.416262e+002,9.629086e-002
4.421083e+002,9.653647e-002
4.425904e+002,9.697782e-002
