3.991992e+002,6.791355e-002
4.011277e+002,6.998184e-002
4.030562e+002,7.139894e-002
4.049847e+002,7.347276e-002
4.069132e+002,7.441660e-002
4.088417e+002,7.578627e-002
4.107702e+002,7.589299e-002
4.126987e+002,7.707678e-002
4.146272e+002,7.727319e-002
4.165557e+002,7.783163e-002
4.184842e+002,7.768992e-002
4.204127e+002,7.733938e-002
4.223412e+002,7.701607e-002
4.242697e+002,7.889517e-002
4.261982e+002,7.974994e-002
4.281267e+002,8.061366e-002
4.300552e+002,8.140685e-002
4.319837e+002,8.294051e-002
4.339122e+002,8.385051e-002
4.358407e+002,8.487812e-002
4.377692e+002,8.552708e-002
4.396977e+002,8.719987e-002
4.416262e+002,8.749736e-002
4.435547e+002,8.828172e-002
4.454832e+002,8.867829e-002
4.474117e+002,8.906090e-002
4.493401e+002,8.890080e-002
4.512686e+002,8.930670e-002
4.531971e+002,8.859538e-002
4.551256e+002,8.836360e-002
4.570541e+002,8.801576e-002
4.589826e+002,8.859884e-002
4.609111e+002,8.867933e-002
4.628396e+002,8.921225e-002
4.647681e+002,8.995742e-002
4.666966e+002,9.176151e-002
4.686251e+002,9.275703e-002
4.705536e+002,9.371836e-002
4.724821e+002,9.423715e-002
4.744106e+002,9.562115e-002
4.763391e+002,9.661783e-002
4.782676e+002,9.818367e-002
4.801961e+002,9.904771e-002
4.821246e+002,1.001113e-001
4.840531e+002,1.007323e-001
4.859816e+002,1.013582e-001
4.879101e+002,1.013118e-001
4.898386e+002,1.017144e-001
4.917671e+002,1.022229e-001
4.936956e+002,1.032173e-001
4.956241e+002,1.035907e-001
4.975526e+002,1.046151e-001
4.994811e+002,1.053525e-001
5.014096e+002,1.066918e-001
5.033381e+002,1.074417e-001
5.052666e+002,1.078781e-001
5.071951e+002,1.081811e-001
5.091236e+002,1.093582e-001
5.110521e+002,1.103141e-001
5.129806e+002,1.117260e-001
5.149091e+002,1.128143e-001
5.168376e+002,1.149755e-001
5.187661e+002,1.175390e-001
5.206946e+002,1.201775e-001
5.226231e+002,1.218168e-001
5.245516e+002,1.230649e-001
5.264801e+002,1.233744e-001
5.284086e+002,1.234094e-001
5.303371e+002,1.222958e-001
5.322656e+002,1.211913e-001
5.341941e+002,1.197364e-001
5.361226e+002,1.185364e-001
5.380511e+002,1.172941e-001
5.399796e+002,1.165532e-001
5.419081e+002,1.156647e-001
5.438365e+002,1.153970e-001
5.457651e+002,1.154385e-001
5.476936e+002,1.160529e-001
5.496221e+002,1.165142e-001
5.515505e+002,1.173791e-001
5.534791e+002,1.183289e-001
5.554076e+002,1.197495e-001
5.573361e+002,1.208117e-001
5.592645e+002,1.225359e-001
5.611931e+002,1.246813e-001
5.631216e+002,1.278277e-001
5.650500e+002,1.310703e-001
5.669786e+002,1.349106e-001
5.689070e+002,1.390399e-001
5.708356e+002,1.434783e-001
5.727640e+002,1.462848e-001
5.746926e+002,1.472422e-001
5.766210e+002,1.457328e-001
5.785496e+002,1.434346e-001
5.804780e+002,1.399085e-001
5.824066e+002,1.365159e-001
